NO,TANGGAL REGISTRASI,KODE KLINIK,STATUS,NAMA KLINIK,ALAMAT,KELURAHAN,KECAMATAN,PUSKESMAS,NOMOR IZIN OPERASIONAL KLINIK,TANGGAL IJIN TERBIT,TANGGAL IJIN BERAKHIR,NAMA PENANGGUNGJAWAB,JENIS KLINIK (KECANTIKAN/NON KECANTIKAN),JENIS PELAYANAN,JENIS KLINIK,KAB/KOTA,PROVINSI,"KHUSUS KLINIK YANG DIMILIKI KEMENTERIAN/LEMBAGA, 
ISIKAN DI KOLOM INI DENGAN NAMA KEMENTERIAN/LEMBAGANYA",KERJASAMA BPJS,SURVEI AKREDITASI ,KODE FASYANKES,LPA,STATUS AKREDITASI SAAT INI,NO. SERTIFIKAT AKREDITASI,MASA BERLAKU AKREDITASI,RENCANA SURVEI AKREDITASI (TAHUN),RENCANA SURVEI AKREDITASI (BULAN),SUMBER PENDANAAN,LOGIN KE APLIKASI DFO,LOGIN KE APLIKASI MUTUFASYANKES,LOGIN KE APLIKASI ASPAK,LOGIN KE APLIKASI SISDMK,KETERANGAN,,,,,,,,,,,,,
81,20-01-2021,1233054,Aktif,KLINIK UTAMA RAHB INDOSEHAT 2003,"JL. ANJASMORO RAYA 38 A / 7 , KELURAHAN KARANGAYU, KEC. SEMARANG BARAT, SEMARANG, JAWA TENGAH",Tawang Mas,Semarang Barat,Krobokan,9.1203E+16,"Sunday, April 11, 2021","Saturday, April 11, 2026","dr. Yanti Muliawati, SpPD",nan,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,,Tidak,,33740300081,"Lembaga Akreditasi Puskesmas, Klinik, dan Laboratorium Indonesia (LAPKLIN)",PARIPURNA,YM.02.01/D/35470/2024,23 Februari 2024 s.d 23 Februari 2029,,,,,,,,,,,,,,,,,,,,,
82,20-01-2021,1232763,Aktif,KLINIK UTAMA ULTRA MEDICA,JL RONGGOLAWE NO 83 RT 06 RW 03 KARANGAYU SEMARANG BARAT SEMARANG,Karangayu,Semarang Barat,Karangayu,9.12011E+16,"Saturday, September 3, 2022","Friday, September 3, 2027","dr.Setyoko,SpPD",nan,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,,Tidak,YA,33740300082,Lembaga Akreditasi Fasilitas Kesehatan Primer (LAFKESPRI),PARIPURNA,"YM.02.01/D/2114/2024
",15 Desember 2023 s.d 15 Desember 2028,2023,DESEMBER,,,,,,,,,,,,,,,,,,,
83,20-01-2021,1232764,Aktif,KLINIK UTAMA PHC PEDURUNGAN,"JL. WOLTERMONGINSIDI NO.93 RT.06 RW.09, KECAMATAN PEDURUNGAN, SEMARANG 50193",Pedurungan Tengah,Pedurungan,Tlogosari Wetan,445.5/6/DPM-PTSP/IKSS.6/III/2021,"Saturday, April 3, 2021","Friday, April 3, 2026","dr.Retty Kharisma Sari, SpPD",nan,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,PT PELINDO HUSADA CITRA,Tidak,,33740300083,Lembaga Akreditasi Independen Semar Bhakti Nusantara (LAI SBN),PARIPURNA,YM.02.01/D/35459/2024, 13 Februari 2024 s.d 13 Februari 2029 ,2023,NOVEMBER,,Sudah login,Sudah login,Sudah login,Sudah login,,,,,,,,,,,,,,
84,20-01-2021,1237267,Aktif,KLINIK PRATAMA CARAKALIMA,"METRO SQUARE JL IMAM BONJOL  BLOK B-7 NO. 47-49 PURWOSARI, SEMARANG UTARA.  KOTA SEMARANG.",Purwosari,Semarang Utara,Bulu Lor,445.5/21/DPM-PTSP/IPMDS.21/VI/2021,"Saturday, March 6, 2021","Friday, March 6, 2026",dr.Slamet Riyanto,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Ya,YA,33740300084,Lembaga Akreditasi Fasyankes Seluruh Indonesia (LASKESI),PARIPURNA, YM.02.01/D/17554/2023, 01 Desember 2023 s.d 01 Desember 2028 ,2023,OKTOBER,Mandiri,Sudah login,Sudah login,Sudah login,Sudah login,,,,,,,,,,,,,,
85,21-01-2021,1236322,Aktif,KLINIK MEDIKA UTAMA,"JL. JANGLI KRAJAN 215 JATINGALEH, CANDISARI, SEMARANG",Jatingaleh,Candisari,Candilama,6.1123E+15,22/12/2023,22/12/2028,dr. Ayuningtyas Utami,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Ya,YA,33740300085,Lembaga Akreditasi Fasilitas Kesehatan Primer (LAFKESPRI),PARIPURNA,YM.02.01/D/14732/2023,17 November 2023 s.d 17 November 2028 ,2023,OKTOBER,Mandiri,Sudah login,Sudah login,Sudah login,Sudah login,,,,,,,,,,,,,,
86,21-01-2021,1234186,Aktif,KLINIK PRATAMA PERMATA SEHAT,JL. BUKIT BARISAN C1 NO. 11 PERMATA PURI BRINGIN NGALIYAN SEMARANG,Bringin,Ngaliyan,Ngaliyan,445.5/40/DPM-PTSP/IPMDS.40/X/2019,14/10/2019,14/10/2024,dr.Yetti Nastuti,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Ya,YA,33740300086,"Lembaga Akreditasi Puskesmas, Klinik, dan Laboratorium Indonesia (LAPKLIN)",UTAMA,YM.02.01/D/10605/2023, 23 September 2023 s.d 23 September 2028 ,2023,SEPTEMBER,Mandiri,Sudah login,Sudah login,Sudah login,Sudah login,,,,,,,,,,,,,,
87,21-01-2021,1237941,Aktif,DHI DOCTORS HEALTHCARE,RUKO PLAZA TAMAN NIAGA D-5 BSB PESANTREN MIJEN SEMARANG,Pesantren,Mijen,Mijen,445.5/35/DPM-PTSP/IPMDS.35/VII/2020,30/07/2020,30/07/2025,dr. Agustina Indriyanti,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,21-01-2021,1237338,Aktif,KLINIK PAVILLIUN SITI CHABSAH,"JL. ZEBRA RAYA RT/RW 05/04, PEDURUNGAN, PEDURUNGAN KIDUL, SEMARANG",Pedurungan Kidul,Pedurungan,Tlogosari Wetan,1.80423E+16,22/12/2023,22/12/2028,"dr.Hariyadi Wibowo, SH,MARS",Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Ya,2024,33740300088,Lembaga Akreditasi Fasilitas Kesehatan Primer (LAFKESPRI),PARIPURNA,YM.02.01/D/19738/2024,29 Januari 2024 s.d 29 Januari 2029 ,2024,JANUARI,Mandiri,,,,,,,,,,,,,,,,,,
89,21-01-2021,1237315,Aktif,KLINIK PRATAMA AYEM,"JL. TAMAN UDAN RIRIS 1 NO 36, TLOGOSARI KULON",Tlogosari Kulon,Pedurungan,Tlogosari Kulon,2.90922E+16,28/12/2022,28/12/2027,dr. Titi Somahita,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Ya,YA,33740300089,Lembaga Akreditasi Fasyankes Seluruh Indonesia (LASKESI),PARIPURNA,YM.02.01/D/17546/2023,02 Desember 2023 s.d 02 Desember 2028 ,2023,OKTOBER,Mandiri,Sudah login,Sudah login,Sudah login,Sudah login,,,,,,,,,,,,,,
90,21-01-2021,1237412,Aktif,KLINIK KIMIA FARMA PEMUDA,"JL. PEMUDA 135, SEKAYU, SEMARANG TENGAH, SEMARANG",Kalipancur,Ngaliyan,Purwoyoso,445.5/004/DPM PTSP/XI/2018,"Friday, March 1, 2019","Friday, March 1, 2024",dr. Sherly Katerina,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Ya,YA,33740300090,Lembaga Akreditasi Independen Semar Bhakti Nusantara (LAI SBN),PARIPURNA,YM.02.01/D/15710/2023,30 Oktober 2023 s.d 30 Oktober 2028 ,2023,OKTOBER,Mandiri,,,,,,,,,,,,,,,,,,
91,21-01-2021,1234601,Aktif,YEHOVA RAPHA 2,JL. TEGALSARI RAYA NO. 75,Tegalsari,Candisari,Kagok,445.5/7/DPM-PTSP/IPMDS.7/I/2019,25/01/2019,25/01/2024,dr. Agnes Budiarto,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,21-01-2021,1237598,Aktif,KLINIK PRATAMA KIMIA FARMA DR. ATIN,"JL. DR CIPTO NO 49 SARIREJO, SEMARANG TIMUR",Sarirejo,Semarang Timur,Halmahera,445.5/58/DPM-PTSP/IPMDS.58/XII/2019,17/12/2019,17/12/2024,dr.Atin Suhesti,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Ya,YA,33740300092,Lembaga Akreditasi Independen Semar Bhakti Nusantara (LAI SBN),PARIPURNA,YM.02.01/D/18123/2023, 17 November 2023 s.d 17 November 2028,2023,NOVEMBER,,,,,,,,,,,,,,,,,,,
93,21-01-2021,1237411,Aktif,KLINIK PRATAMA KIMIA FARMA DR. ELANG,"JL. DR. SUTOMO NO 3, BARUSARI, SEMARANG SELATAN, KOTA SEMARANG",Barusari,Semarang Selatan,Pandanaran,445.5/57/DPM-PTSP/IPMDS.57/XII/2019,17/12/2019,17/12/2024,dr.Yohanes Elang Sumambar,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Ya,YA,33740300093,Lembaga Akreditasi Independen Semar Bhakti Nusantara (LAI SBN),PARIPURNA,YM.02.01/D/17750/2023,07 Desember 2023 s.d 07 Desember 2028,2023,DESEMBER,Mandiri,,,,,,,,,,,,,,,,,,
94,21-01-2021,1232310,Aktif,KLINIK KIMIA FARMA NGALIYAN,JALAN RAYA NGALIYAN NO.1B KELURAHAN TAMBAKAJI KECAMATAN NGALIYAN KOTA SEMARANG,Tambakaji,Ngaliyan,Tambakaji,445.5/50/DPM-PTSP/IPMDS.50/XI/2019,"Wednesday, December 11, 2019","Wednesday, December 11, 2024","dr.Niken Widyah Hastuti,MKes",Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Ya,YA,33740300094,Lembaga Akreditasi Independen Semar Bhakti Nusantara (LAI SBN),PARIPURNA,YM.02.01/D/18734/2023, 14 Desember 2023 s.d 14 Desember 2028,2023,DESEMBER,,,,,,,,,,,,,,,,,,,
95,21-01-2021,1237932,Aktif,KLINIK PRATAMA MAHISI MULYA,"RUKO KAMPUNG SEMAWIS A-5, KEDUNGMUNDU, TEMBALANG, SEMARANG",Kedungmundu,Tembalang,Kedungmundu,445.5/29/DPM-PTSP/IPMDS.29/VI/2020,29/06/2020,29/06/2025,dr.Retno Endah Widhagati,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Ya,YA,33740300095,"Lembaga Akreditasi Puskesmas, Klinik, dan Laboratorium Indonesia (LAPKLIN)",PARIPURNA,YM.02.01/D/13919/2023, 08 November 2023 s.d 08 November 2028 ,2023,NOVEMBER,Mandiri,Sudah login,Sudah login,Sudah login,Sudah login,,,,,,,,,,,,,,
96,21-01-2021,1232304,Aktif,KLINIK PRATAMA LANUMAD A. YANI,JL. PUAD AHMAD A YANI NO. 01,Kalibanteng Kulon,Semarang Barat,Lebdosari,445.5/50/DPM-PTSP/IPMDS.50/X/2020,26/10/2020,26/10/2025,dr.Daniel Parapat,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Ya,YA,33740300096,Lembaga Akreditasi Fasilitas Kesehatan Primer (LAFKESPRI),PARIPURNA,YM.02.01/D/9815/2023, 24 Agustus 2023 s.d 24 Agustus 2028,2023,AGUSTUS,Mandiri,Sudah login,Sudah login,Sudah login,Sudah login,,,,,,,,,,,,,,
97,22-01-2021,1232624,Aktif,KLINIK ANUGERAH,JL. GRAHA MUKTI RAYA 1146,Tlogosari Kulon,Pedurungan,Tlogosari Kulon,2.20207E+15,22/02/2022,22/02/2027,dr.Retno Dewi Suselo,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,YA,33740300097,Lembaga Akreditasi Fasyankes Seluruh Indonesia (LASKESI),PARIPURNA,YM.02.01/D/9927/2023,25 Agustus 2023 s.d 25 Agustus 2028,2023,AGUSTUS,Mandiri,Sudah login,Sudah login,Sudah login,Sudah login,,,,,,,,,,,,,,
98,22-01-2021,1232316,Aktif,KLINIK PALMA,JL. KALIGARANG NO. 27 SEMARANG,Barusari,Semarang Selatan,Pandanaran,445.5/8/DPM-PTSP/IPMDS.8/II/2020,24/02/2020,24/02/2025,dr. Liestija Rini Darjanti,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Ya,YA,33740300098,Lembaga Akreditasi Fasyankes Seluruh Indonesia (LASKESI),PARIPURNA,YM.02.01/D/12187/2023,18 Oktober 2023 s.d 18 Oktober 2028,2023,OKTOBER,Mandiri,Sudah login,Sudah login,Sudah login,Sudah login,,,,,,,,,,,,,,
99,22-01-2021,1237355,Aktif,KLINIK UTAMA PERMATA SARI,"JL. KOL WARSITO SOEGIARTO KM 1, BUKIT  MANYARAN PERMAI",Sadeng,Gunungpati,Gunungpati,445.5/5/DPM-PTSP/IKSS.5/VII/2020,24/07/2020,24/07/2025,"dr. Noegroho Edy Rijanto, MKes",nan,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,22-01-2021,1238363,Aktif,KLINIK PRATAMA KARYO SIH,JL.MUTIARA III NO 53 PERUM INTAN SAMBIROTO,Sambiroto,Tembalang,Kedungmundu,2.00921E+16,19/12/2022,19/12/2027,dr. Ardin Maharani,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,25-01-2021,1232638,Aktif,KLINIK PRATAMA UNIVERSITAS PGRI SEMARANG,JALAN SIDODADI TIMUR NO 24 KELURAHAN KARANGTEMPEL KECAMATAN SEMARANG TIMUR KOTA SEMARANG,Karangtempel,Semarang Timur,Halmahera,2.20103E+15,24/11/2022,24/11/2027,"dr. Dian Ayu Zahraini, MGizi",Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,25-01-2021,1232630,Aktif,KLINIK PRATAMA ALL ABOUT CARE,JL MADUKORO RAYA RUKO BIZPARK BLOK B16 SEMARANG,Tawangmas,Semarang Barat,Krobokan,445.5/47/DPM-PTSP/IPMDS.47/X/2020,13/10/2020,13/10/2025,dr.Diana Liesna Purwowahono,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,27-01-2021,1233051,Aktif,KLINIK PRATAMA 24 JAM KLINIK DEKA MEDIKA,"JL. KLIPANG RAYA RUKO KLIPANG GOLF VIEW KAVLING C.6 SENDANGMULYO,TEMBALANG,SEMARANG",Sendangmulyo,Tembalang,Kedungmundu,445.5/27/DPM-PTSP/IPMDS.27/VI/2021,25/06/2021,25/06/2026,dr.Kurnia Indah kusumastuti,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,27-01-2021,1234924,Aktif,KLINIK MATA NUSANTARA,JL. A . YANI NO.164 KARANG KIDUL SEMARANG,Karangkidul,Semarang Tengah,Miroto,1.284E+16,15/11/2021,15/11/2026,"dr. Danang Dwinaryono, SpM",Mata,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,,Tidak,YA,33740300104,Lembaga Akreditasi Fasilitas Kesehatan Primer (LAFKESPRI),PARIPURNA,YM.02.01/D/15641/2023,12 November 2023 s.d 12 November 2028,2023,NOVEMBER,,,,,,,,,,,,,,,,,,,
105,10-02-2021,1234127,Aktif,KLINIK PRATAMA DIAN NUSWANTORO,JL.NAKULA I NO 12,Sampangan,Gajahmungkur,Pegandan,1.243E+16,16/06/2022,16/06/2027,dr.Bayu Indah Yunita Nindyasari,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,02-03-2021,1236843,Aktif,KLINIK PRATAMA BIDDOKKES POLDA JATENG,"ASRAMA POLISI SENDANG MULYO, JALAN KETILENG RAYA, KEDUNGMUNDU, TEMBALANG, SENDANGMULYO, KEC. TEMBALANG, KOTA SEMARANG, JAWA TENGAH 50272",Sendangmulyo,Tembalang,Kedungmundu,445.5/31/DPM-PTSP/IPMDS.31/VII/2020,20/07/2020,20/07/2025,"dr.Selvy Lianawati,MHKes",Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,POLRI,Ya,YA,33740300106,Lembaga Penyelenggara Akreditasi Pelayanan Kesehatan Paripurna (LPAPKP),PARIPURNA,YM.02.01/D/8748/2023,28 Juli 2023 s.d 28 Juli 2028,2023,AGUSTUS,Mandiri,Sudah login,Sudah login,Sudah login,Sudah login,,,,,,,,,,,,,,
107,24-03-2021,1234185,Aktif,KLINIK MITRA UMAT,"JL. BULUSAN VI/34 RT 01 RW 05 KEC. TEMBALANG, KEL. BULUSAN, KOTA SEMARANG",Bulusan,Tembalang,Rowosari,445.5/42/DPM-PTSP/IPMDS.42/IX/2020,"Thursday, July 9, 2020","Wednesday, July 9, 2025",dr.Syariefah Soraya,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Ya,YA,33740300107,"Lembaga Akreditasi Puskesmas, Klinik, dan Laboratorium Indonesia (LAPKLIN)",PARIPURNA,YM.02.01/D/9867/2023,30 Agustus 2023 s.d 30 Agustus 2028,2023,AGUSTUS,Mandiri,Sudah login,Sudah login,Sudah login,Sudah login,,,,,,,,,,,,,,
108,19-04-2021,1234340,Aktif,KLINIK PRATAMA KODAM IV/DIPONEGORO,"KOMP. KODAM IV/DIPONEGORO, JL. PERINTIS KEMERDEKAAN WATUGONG SEMARANG",Pudakpayung,Banyumanik,Pudakpayung,445.5/33/DPM-PTSP/IPMDS.33/VII/2020,24/07/2020,24/07/2025,dr. Cicilia Dara Poetry Jonetyowatie,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,KESDAM TNI,Ya,YA,33740300108,Lembaga Akreditasi Fasilitas Kesehatan Primer (LAFKESPRI),PARIPURNA, YM.02.01/D/10319/2023,07 September 2023 s.d 07 September 2028 ,2023,SEPTEMBER,Mandiri,Sudah login,Sudah login,Sudah login,Sudah login,,,,,,,,,,,,,,
109,11-04-2022,1234351,Aktif,KLINIK PRATAMA YONARHANUD 15/DBY,JL.KESATRIAN JATINGALEH CANDISARI SEMARANG JAWA TENGAH,Jatingaleh,Candisari,Candilama,445.5/45/DPMPTSP/IPMDS.45/X/2020,13/10/2020,13/10/2025,dr. Liana Puspasari,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,KESDAM TNI,Ya,YA,33740300109,Lembaga Akreditasi Fasilitas Kesehatan Primer (LAFKESPRI),UTAMA,YM.02.01/D/18580/2023,05 November 2023 s.d 05 November 2028,2023,OKTOBER,Mandiri,Sudah login,Sudah login,Sudah login,Sudah login,,,,,,,,,,,,,,
110,29-07-2021,1234745,Aktif,KLINIK PRATAMA SHAFIRA,JL PANDANSARI 2 NO 688 SEMARANG TENGAH,Pandansari,Semarang Tengah,Poncol,8.0722E+15,"Thursday, May 4, 2023","Thursday, May 4, 2028",dr. Nurhayati,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Ya,YA,33740300110,"Lembaga Akreditasi Puskesmas, Klinik, dan Laboratorium Indonesia (LAPKLIN)",PARIPURNA,YM.02.01/D/9498/2023,20 Agustus 2023 s.d 20 Agustus 2028 ,2023,AGUSTUS,Mandiri,Sudah login,Sudah login,Sudah login,Sudah login,,,,,,,,,,,,,,
111,30-07-2021,1234744,Aktif,KLINIK PRATAMA SETIABUDI,JL NGESREP TIMUR V DALAM I NO. 38 A RT 005 RW 01 KELURAHAN SUMURBOTO KECAMATAN BANYUMANIK,Sumurboto,Banyumanik,Ngesrep,445.5/11/DPM-PTSP/IPMDS.11/III/2020,"Tuesday, November 3, 2020","Monday, November 3, 2025",dr.Pangesti Drawinawati,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Ya,YA,33740300111,"Lembaga Akreditasi Puskesmas, Klinik, dan Laboratorium Indonesia (LAPKLIN)",PARIPURNA,YM.02.01/D/13856/2023,02 November 2023 s.d 02 November 2028,2023,NOVEMBER,Mandiri,,,,,,,,,,,,,,,,,,
112,30-07-2021,1237262,Aktif,KLINIK PRATAMA AFIAT,JL. BRIGJEND SUDIARTO 449 SEMARANG,Gemah,Pedurungan,Tlogosari Kulon,8.12002E+16,28/09/2021,28/09/2026,dr.Mutiara Dewi,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Ya,YA,33740300112,"Lembaga Akreditasi Puskesmas, Klinik, dan Laboratorium Indonesia (LAPKLIN)",PARIPURNA,YM.02.01/D/12964/2023,12 Oktober 2023 s.d 12 Oktober 2028,2023,OKTOBER,Mandiri,Sudah login,Sudah login,Sudah login,Sudah login,,,,,,,,,,,,,,
113,30-07-2021,1236323,Aktif,KLINIK PRATAMA SEHAT UTAMA,JL. MEDOHO RAYA NO. 21 RT.05 RW.07 KEL. SAMBIREJO,Gayamsari,Gayamsari,Gayamsari,445.5/31/DPM-PTSP/IPMDS.31/VIII/2019,"Monday, July 8, 2019","Monday, July 8, 2024",dr.Puspita Jauharil Fara,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Ya,YA,33740300113,Lembaga Akreditasi Fasyankes Seluruh Indonesia (LASKESI),PARIPURNA, YM.02.01/D/10311/2023, 10 September 2023 s.d 10 September 2028,2023,SEPTEMBER,Mandiri,Sudah login,Sudah login,Sudah login,Sudah login,,,,,,,,,,,,,,
114,30-09-2021,1234757,Aktif,KLINIK UTAMA MATA CANDI EYE CENTER,DR. WAHIDIN FHG.2 SEMARANG 50254,Jatingaleh,Candisari,Candilama,9.1203E+16,16/06/2022,16/06/2027,"dr.Andhika Guna Dharma,SpM(K),FICS",Mata,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,,Tidak,YA,33740300114,Komite Akreditasi Kesehatan Pratama (KAKP),PARIPURNA,YM.02.01/D/18525/2023,05 Desember 2023 s.d 05 Desember 2028,2023,DESEMBER,,,,,,,,,,,,,,,,,,,
115,12-10-2021,1234971,Aktif,KLINIK UTAMA MITRAKITA,JL. PUSPANJOLO BARAT RAYA NO.45 BOJONGSALAMAN SEMARANG BARAT,Bojongsalaman,Semarang Barat,Karangayu,9.12001E+16,"Sunday, October 2, 2022","Saturday, October 2, 2027","dr. Jacobus Albertus AY, SpPD.KGEH",nan,Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,,Tidak,YA,33740300115,Lembaga Akreditasi Fasyankes Seluruh Indonesia (LASKESI),PARIPURNA,YM.02.01/D/18749/2023,15 Desember 2023 s.d 15 Desember 2028 ,2023,DESEMBER,,,,,,,,,,,,,,,,,,,
116,15-10-2021,1234802,Aktif,KLINIK PRATAMA MATER DEII,JALAN LAMPERSARI NO 73,Lamper Tengah,Semarang Selatan,Lamper Tengah,1.299E+16,14/08/2023,14/08/2028,drg. Kresentia Yusticia Hati Jelita,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,10-11-2021,1234886,Aktif,KLINIK GINJAL LESTARI JRAKAH,JL. SILIWANGI NO. 3 JRAKAH SEMARANG,Jerakah,Tugu,Karanganyar,nan,27/02/2019,27/02/2024,"dr. Ayudyah Nurani, SpPD",Ginjal,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,,Ya,YA,33740300117,Lembaga Akreditasi Fasilitas Kesehatan Primer (LAFKESPRI),PARIPURNA,YM.02.01/D/8/2023, 03 Desember 2023 s.d 03 Desember 2028 ,2023,NOVEMBER,,Sudah login,Sudah login,Sudah login,Sudah login,,,,,,,,,,,,,,
118,17-11-2021,1234880,Aktif,KLINIK GINJAL DAN HIPERTENSI LESTARI,KLINIK GINJAL DAN HIPERTENSI LESTARI. JALAN SOMPOK BARU NO. 76 78 SEMARANG,Lamper Kidul,Semarang Selatan,Lamper Tengah,1.293E+16,28/09/2021,28/09/2026,"Dr.dr.Lestariningsih,SpPD K-GH FINASIM",Ginjal,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,,Ya,YA,33740300118,Lembaga Akreditasi Fasilitas Kesehatan Primer (LAFKESPRI),PARIPURNA,YM.02.01/D/10184/2023,05 September 2023 s.d 05 September 2028,2023,SEPTEMBER,Mandiri,Sudah login,Sudah login,Sudah login,Sudah login,,,,,,,,,,,,,,
119,23-11-2021,1234881,Aktif,LEXA SKIN CLINIC,JL SETIABUDI 257 BANYUMANIK SEMARANG,Srondol Kulon,Banyumanik,Srondol,9.12041E+16,"Thursday, November 4, 2021","Wednesday, November 4, 2026","dr. Lewie Suryaatmadja, SpKK",Kecantikan,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,,Tidak,YA,33740300119,Lembaga Akreditasi Fasilitas Kesehatan Primer (LAFKESPRI),PARIPURNA,YM.02.01/D/3660/2024,31 Desember 2023 s.d 31 Desember 2028,2023,DESEMBER,,,,,,,,,,,,,,,,,,,
120,23-11-2021,1234890,Aktif,KLINIK MATA PAPANDAYAN,JL. PAPANDAYAN NO.1 (SAMPANGAN),Sampangan,Gajahmungkur,Pegandan,9.12002E+16,24/01/2023,24/01/2028,"dr. Harka Prasetya, SpM",Mata,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,,Tidak,YA,33740300120,"Lembaga Akreditasi Puskesmas, Klinik, dan Laboratorium Indonesia (LAPKLIN)",PARIPURNA,YM.02.01/D/15641/2023,12 November 2023 s.d 12 November 2028,2023,NOVEMBER,Mandiri,,,,,,,,,,,,,,,,,,
121,23-11-2021,1234885,Aktif,KLINIK UTAMA KLINIKITA TK SINGOSARI,"JL SINGOSARI II NO. 5 SEMARANG SELATAN, KOTA SEMARANG",Pleburan,Semarang Selatan,Pandanaran,445.5/9/DPM-PTSP/IKSS.9/VI/2021,"Saturday, March 6, 2021","Friday, March 6, 2026","dr. Like Rahayu Nindhita, SpPK",nan,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,23-11-2021,1234900,Aktif,KLINIK UTAMA IMAM BONJOL (IBL),JL. IMAM BONJOL NO. 173 PENDRIKAN KIDUL SEMARANG,Lamper Kidul,Semarang Selatan,Lamper Tengah,2.8601E+15,14/11/2023,14/11/2028,"dr. Desta Nur Ewika Ardini, Sp.PD",nan,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,,Tidak,YA,33740300122,Lembaga Akreditasi Prima Husada (LAPRIDA),PARIPURNA,YM.02.01/D/18444/2023,07 Desember 2023 s.d 07 Desember 2028 ,2023,DESEMBER,,,,,,,,,,,,,,,,,,,
